tsne_x,tsne_y,robo_group,title,paragraphs,sponsor,url,key_words,robo_group_names
4.3894685980897155,1.7279251482889595,33,HR2853 To authorize the extension of nondiscriminatory treatment most favored nation treatment to the products of Bulgaria 104th Congress 1995 1996,2.70805020110221,"Rep. Crane, Philip M. [R-IL-8]",https://www.congress.gov/bill/104th-congress/house-bill/2853/text,country | trade act | nation | treatment | trade,Foreign Relations
-7.529067545712922,-0.9603014509473486,21,HR1508 National Childrens Island Act of 1995 104th Congress 1995 1996,3.5263605246161616,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",https://www.congress.gov/bill/104th-congress/house-bill/1508/text,islands | children | park | district | island,District of Columbia
4.758070787702288,1.0376554572290755,33,HR3121 To amend the Foreign Assistance Act of 1961 and the Arms Export Control Act to make improvements to certain defense and security assistance provisions under those Acts to authorize the transfer of naval vessels to certain foreign countries and for other purposes 104th Congress 1995 1996,5.2574953720277815,"Rep. Gilman, Benjamin A. [R-NY-20]",https://www.congress.gov/bill/104th-congress/house-bill/3121/text,arms | arms export | defense articles | articles | defense,Foreign Relations
-5.597495640976756,-1.3049883114383634,29,HR701 To authorize the Secretary of Agriculture to convey lands to the City of Rolla Missouri 104th Congress 1995 1996,2.70805020110221,"Rep. Emerson, Bill [R-MO-8]",https://www.congress.gov/bill/104th-congress/house-bill/701/text,property | city | conveyance | historic | missouri,Federal Land and Wildlife
-2.0094292300646845,-5.8185574310376476,12,HR248 To amend the Public Health Service Act to provide for the conduct of expanded studies and the establishment of innovative programs with respect to traumatic brain injury and for other purposes 104th Congress 1995 1996,3.6375861597263857,"Rep. Greenwood, James C. [R-PA-8]",https://www.congress.gov/bill/104th-congress/house-bill/248/text,health | traumatic | secretary | injury | brain,Health Care
4.893343114075915,-3.4998391109320908,27,S1899 Mollie Beattie Alaska Wilderness Area Act 104th Congress 1995 1996,2.302585092994046,"Sen. Stevens, Ted [R-AK]",https://www.congress.gov/bill/104th-congress/senate-bill/1899/text,interior authorized | house weekly | presidential | wildlife | wilderness,Federal Land and Wildlife
1.6737472687715247,4.79020154293811,28,HR2337 Taxpayer Bill of Rights 2 104th Congress 1995 1996,5.631211781821365,"Rep. Johnson, Nancy L. [R-CT-6]",https://www.congress.gov/bill/104th-congress/house-bill/2337/text,penalty | returns | shall | tax | taxpayer,Taxes
-3.61072856224252,-2.4532720514004938,10,HR497 National Gambling Impact Study Commission Act 104th Congress 1995 1996,3.912023005428146,"Rep. Wolf, Frank R. [R-VA-10]",https://www.congress.gov/bill/104th-congress/house-bill/497/text,native american | subpoena | shall | commission shall | commission,Bureaucracy
-0.9874743298781723,-0.47146719027289613,26,S962 A bill to extend authorities under the Middle East Peace Facilitation Act of 1994 until August 15 1995 104th Congress 1995 1996,2.4849066497880004,"Sen. Helms, Jesse [R-NC]",https://www.congress.gov/bill/104th-congress/senate-bill/962/text,assembled extension | relations authorization | middle east | authorities | years public,Bureaucracy
-0.03494326186574853,-5.284683007910286,30,HR1627 Food Quality Protection Act of 1996 104th Congress 1995 1996,5.488937726156687,"Rep. Bliley, Tom [R-VA-7]",https://www.congress.gov/bill/104th-congress/house-bill/1627/text,administrator shall | data | administrator | chemical | food,National Security
4.434811733523959,1.636838502028725,33,HR3161 To authorize the extension of nondiscriminatory treatment most favored nation treatment to the products of Romania 104th Congress 1995 1996,2.833213344056216,"Rep. Crane, Philip M. [R-IL-8]",https://www.congress.gov/bill/104th-congress/house-bill/3161/text,presidential | trade act | elections | treatment | trade,Foreign Relations
4.501133666091133,1.3785251774629308,33,HR3107 Iran and Libya Sanctions Act of 1996 104th Congress 1995 1996,4.174387269895637,"Rep. Gilman, Benjamin A. [R-NY-20]",https://www.congress.gov/bill/104th-congress/house-bill/3107/text,petroleum | person | sanctions | iran | president,Foreign Relations
3.5839093164669302,-6.60741550613364,8,HR1051 To provide for the extension of certain hydroelectric projects located in the State of West Virginia 104th Congress 1995 1996,2.4849066497880004,"Rep. Mollohan, Alan B. [D-WV-1]",https://www.congress.gov/bill/104th-congress/house-bill/1051/text,power act | commission | license | extend time | projects,Infrastructure
0.9574977042735687,2.4731985587935554,28,HR1114 To authorize minors who are under the child labor provisions of the Fair Labor Standards Act of 1938 and who are under 18 years of age to load materials into balers and compacters that meet appropriate American National Standards Institute design safety standards 104th Congress 1995 1996,3.2188758248682006,"Rep. Ewing, Thomas W. [R-IL-15]",https://www.congress.gov/bill/104th-congress/house-bill/1114/text,age | described clause | incident | standards | load,Taxes
-3.2967846979915296,0.33576658062092146,26,S531 A bill to authorize a circuit judge who has taken part in an in banc hearing of a case to continue to participate in that case after taking senior status and for other purposes 104th Congress 1995 1996,2.4849066497880004,"Sen. Hatch, Orrin G. [R-UT]",https://www.congress.gov/bill/104th-congress/senate-bill/531/text,controversy | continue | participate | case | judge,Bureaucracy
